Z                                       xi                                                    xi1                                                    xi2                                                   xi3                                                     xi4                                                    delta                                                                delta1                                                                delta2                                                                delta3                                                                delta4                                                                Ts                                                                Ts1                                                                 Ts2                                                                 Ts3                                                                Ts4
 13.639736         0.000000             0.000000           0.000000         0.000000             0.000000           -0.378728         0.000846             -0.126705           -0.262030         -0.632128             14.559232           22.182455          14.091296             11.818578           8.333050
 13.642082         0.000000             0.000000           0.000000         0.000000             0.000000           0.112503         0.130906             -0.250812           -0.631217         -0.759415             14.686556           23.451849          13.782734             11.488780           6.870644
 13.644428         0.000000             0.000899           0.000000         0.000000             0.000000           0.510658         0.519683             -0.127527           -0.261017         -0.879086             15.265550           28.751101          14.791237             12.054610           6.580724
 13.646775         0.000000             0.000000           0.000000         0.000000             0.000000           0.497456         0.506079             0.120426           -0.252025         -0.515327             14.837664           24.387024          15.382605             11.610284           8.442099
 13.649123         0.000000             0.000043           0.000000         0.000000             0.000000           -0.251388         0.384550             -0.499103           -0.138096         -0.385715             13.953472           25.581667          15.147002             12.868492           8.722820
 13.651471         0.000000             0.000000           0.000000         0.000000             0.000000           0.239336         -0.381316             -0.008817           -0.012278         -0.513899             12.657828           25.888081          14.345296             13.458803           7.612866
 13.653820         0.000000             0.000000           0.000000         0.000000             0.000000           0.375232         -0.250902             -0.266968           -0.505352         -0.390198             14.981409           34.397995          13.614543             13.432715           7.707099
 13.656169         0.000000             0.000000           0.000000         0.000000             0.000000           0.127519         0.257185             -0.755549           -0.014236         -0.631323             15.340737           59.983204          13.393834             13.851412           8.751786
 13.658519         0.000000             0.024404           0.000000         0.000000             0.000000           -0.502726         0.771576             -0.510340           -0.006983         -0.254218             14.717423           115.789276          14.987901             13.536778           10.190996
 13.660870         0.000000             0.230164           0.000000         0.000000             0.000000           -0.501427         1.534805             -0.509149           -0.008179         -0.504408             15.441739           919.976990          18.116190             11.606716           9.909206
 13.663221         0.000000             0.001384           0.000000         0.000000             0.000000           -0.132391         1.274327             -0.755335           -0.512996         -0.263969             17.574112           72.459183          19.448324             9.819098           9.070683
 13.665573         0.000000             0.012040           0.000000         0.000000             0.000000           -0.502623         0.899143             -0.503030           -0.757396         -0.638226             19.349157           78.768715          24.162197             10.190029           8.096948
 13.667925         0.000000             0.000000           0.000003         0.000000             0.000000           0.244268         0.249854             0.499136           -0.138619         -0.260014             26.838089           50.542370          31.063662             12.113141           9.807529
 13.670278         0.002366             0.000000           0.000000         0.000000             0.000000           1.538635         -0.000754             0.005090           -0.508652         -0.011939             40.966320           59.702625          35.211048             11.793633           9.984504
 13.672631         0.000000             0.004055           0.000000         0.000000             0.000000           0.262467         0.385788             0.125811           -0.383281         -0.003962             41.930622           82.587288          35.880287             12.300991           10.443705
 13.674985         0.000000             0.000040           0.000000         0.000000             0.000000           -0.000098         1.138600             -0.004909           -0.757169         -0.512406             34.578026           83.153656          35.475601             12.141900           8.880232
 13.677339         0.000000             0.000000           0.000000         0.000000             0.000000           -0.004770         0.379783             0.121218           -0.513349         -0.388890             29.652687           81.247467          40.070099             12.435008           9.731180
 13.679694         0.000000             0.000000           0.000000         0.000000             0.000000           -0.000799         -0.504997             -0.000297           -0.755693         0.002753             29.264860           68.132736          59.131310             12.167926           10.834103
 13.682050         0.000000             0.000000           0.000003         0.000000             0.000000           -0.002838         -0.006938             0.125621           -0.755290         0.379771             28.294310           56.253750          167.873886             12.623722           12.458334
 13.684406         0.000000             0.000001           0.000036         0.000000             0.000000           -0.006398         0.126735             0.128198           -0.629070         0.502326             28.619322           53.407055          56.943867             13.376749           15.994109
 13.686763         0.000000             0.000000           0.000000         0.000000             0.000000           0.000804         0.516200             -0.501861           0.126147         -0.135410             29.002098           58.989731          41.909771             14.686264           10.866489
 13.689120         0.000000             0.000000           0.000000         0.000000             0.000000           0.256895         0.249463             -0.377077           -0.000801         -0.008750             30.127615           59.567039          38.984489             14.832424           10.843512
 13.691478         0.000000             0.000000           0.000000         0.000000             0.000000           0.763821         -0.126313             -0.376319           -0.129082         -0.006112             31.747322           78.856812          36.128460             14.535264           10.588481
 13.693836         0.000000             0.003872           0.000000         0.000000             0.000000           0.381363         0.126240             -0.504031           -0.265050         -0.013427             33.061878           110.420822          35.693935             14.254855           10.712656
 13.696195         0.000009             0.017193           0.000000         0.000000             0.000000           0.253253         1.536284             -0.505961           -0.004182         -0.753492             33.137051           156.193405          38.150360             15.128913           10.024644
 13.698555         0.000000             0.001241           0.000000         0.000000             0.000000           -0.005653         1.145473             -0.503403           -0.131520         -0.381138             34.920776           112.244339          52.792732             14.066057           10.236074
 13.700915         0.000000             0.331784           0.001577         0.000000             0.000000           -0.006685         0.507178             -0.503745           -0.379677         -0.375905             35.469414           861.060608          246.771805             17.274910           11.298931
 13.703276         0.000000             0.000172           0.000000         0.000008             0.000001           -0.628284         0.515007             0.508889           0.496500         -0.500316             32.070335           94.737877          62.074005             21.216187           9.960931
 13.705637         0.000000             0.000000           0.000000         0.000001             0.000000           -0.755195         0.381057             0.123625           0.766162         -0.138855             31.547998           61.006844          49.489799             27.865860           10.212340
 13.707999         0.000000             0.000000           0.000000         0.000035             0.000000           -0.503992         0.001062             0.000658           0.512319         -0.003116             35.920990           52.479103          46.979366             23.204424           9.354778
 13.710361         0.000000             0.000000           0.000000         0.000006             0.000000           0.121802         0.628424             -0.251722           -0.004249         -0.512857             36.190418           49.775520          45.211529             24.171028           9.359540
 13.712724         0.000000             0.000000           0.000000         0.000000             0.000000           -0.505072         -0.002780             -0.140148           -0.010201         -0.264987             31.371239           44.357956          43.020447             26.760900           9.988059
 13.715088         0.000000             0.000000           0.000000         0.000000             0.000000           -0.129947         -0.257068             0.004207           -0.751601         -0.263783             28.003387           38.796932          40.570515             38.854145           9.058390
 13.717452         0.000000             0.000000           0.000000         0.000000             0.000000           0.248993         -0.251707             -0.001349           -0.252596         -0.015290             27.716593           35.142921          36.278751             121.919945           10.488735
 13.719817         0.000000             0.000000           0.000000         0.551552             0.000000           0.001445         -0.378535             -0.000692           1.032606         -0.505361             28.065117           31.639872          33.624649             1672.093628           11.201072
 13.722182         0.000000             0.000000           0.000007         0.012428             0.000000           -0.013777         -0.508139             0.263782           1.921345         -0.505935             29.561892           26.520220          31.366081             257.609283           12.178802
 13.724548         0.000000             0.000000           0.000000         0.000254             0.000000           0.497960         -0.250596             0.624146           1.799580         0.126737             56.376362           25.209137          29.924028             119.245537           14.664351
 13.726914         0.329728             0.000831           0.000000         0.000026             0.000000           1.669920         0.120971             -0.132227           0.383896         0.245975             913.502930           28.660076          29.749249             52.939548           15.322393
 13.729281         0.000000             0.000000           0.021509         0.000000             0.000000           0.007228         -0.251920             0.253615           -0.501413         -0.378371             59.928154           24.298628          61.919029             29.645702           14.549769
 13.731649         0.000018             0.000000           0.000018         0.000000             0.000000           0.258673         -0.628270             -0.248081           -0.501848         -0.628039             33.766502           21.426083          27.594511             23.019068           14.810147
 13.734017         0.000000             0.000000           0.000003         0.000000             0.000000           -0.499758         -0.632864             -0.000914           -0.509314         -0.130514             28.758930           17.733856          25.381418             20.154320           16.340942
 13.736386         0.000000             0.000000           0.000000         0.000000             0.000000           -0.261840         -0.506463             -0.006532           -0.751592         0.254845             26.956501           17.953342          19.820635             18.379080           18.637800
 13.738755         0.000000             0.000000           0.000000         0.000000             0.000000           -0.504173         -0.878527             0.374361           -0.504348         0.001139             26.211529           16.445780          21.249998             16.628191           15.311336
 13.741125         0.000000             0.000000           0.000000         0.000000             0.000000           0.247651         -0.261714             -0.503520           -0.508166         -0.382069             27.200396           17.563465          19.511576             17.440531           14.473855
 13.743495         0.000000             0.000000           0.000000         0.000000             0.000000           -0.126960         -0.004164             -0.006019           -0.504286         -0.380977             26.315485           20.283442          18.539886             18.307322           14.822341
 13.745866         0.000000             0.000000           0.000000         0.000000             0.000000           0.123752         -0.129072             -0.126117           0.253243         -0.129970             26.381474           19.662254          18.113226             19.308037           14.347204
 13.748237         0.000000             0.000000           0.000000         0.000000             0.000000           0.246299         -0.381862             -0.131629           0.382986         -0.001081             26.909908           17.736267          18.016624             17.902624           13.679795
 13.750000         0.000000             0.000000           0.000000         0.126964             0.000000           -0.507511         -0.387934             0.110335           0.628054         0.124136             13.813167           21.803272          15.529448             256.178284           15.083778
 13.752373         0.000000             0.000000           0.000000         0.000000             0.000000           -0.511863         0.118719             -0.143861           -0.254321         -0.374628             10.938086           27.389576          12.677431             121.920235           12.528404
 13.754746         0.000000             0.000000           0.000000         0.000000             0.000000           -0.757854         -0.125079             -0.510222           -0.504303         -0.127415             10.413404           35.568886          11.719502             25.290257           12.173747
 13.757119         0.000000             0.000000           0.000000         0.000000             0.000000           -0.633474         -0.248023             -0.755410           -0.253766         0.764862             9.233019           50.643772          9.997672             17.804209           13.400735
 13.759494         0.000000             0.000000           0.000000         0.000000             0.000041           -0.753668         -0.002132             -0.504844           -0.756651         -0.502864             9.124392           32.467884          9.382661             13.379338           14.371358
 13.761868         0.000000             0.000000           0.000000         0.000000             0.000000           -0.756809         0.116167             -0.508249           -0.125201         -0.130446             8.206223           24.754915          9.811746             14.560772           11.438782
 13.764244         0.000000             0.000000           0.000000         0.000000             0.000000           -0.756547         0.123604             -0.509678           -0.756527         -0.134941             7.365591           23.543425          9.243878             11.771521           10.657220
 13.766620         0.000000             0.000000           0.000000         0.000000             0.000000           -0.756113         0.246145             -0.752245           -0.875687         -0.633768             7.531834           25.202925          9.292750             11.636465           10.313186
 13.768996         0.000000             0.002472           0.000000         0.000000             0.000000           -0.752936         0.518755             -0.501648           -0.631631         -0.510241             9.127359           37.169250          10.222180             13.654395           10.552572
 13.771373         0.000000             0.000000           0.000000         0.000000             0.000000           -0.513661         0.001560             0.003690           -0.508786         -0.002427             8.963531           34.697659          11.655491             11.511408           11.516997
 13.773751         0.000000             0.000000           0.000000         0.000000             0.000000           -0.388259         -0.141664             -0.248295           -0.633500         0.125283             10.322285           42.010418          11.990921             12.627247           11.304215
 13.776129         0.000000             0.000000           0.000000         0.000000             0.000000           -0.263275         -0.129236             -0.506634           0.113517         -0.253513             10.748505           48.879986          10.835159             14.256835           11.081133
 13.778508         0.000000             0.000000           0.000000         0.000000             0.000000           -0.012721         0.125000             -0.508198           0.505135         -0.118641             10.845942           60.641743          9.352117             14.767433           10.833700
 13.780888         0.000000             0.000028           0.000000         0.000000             0.000000           -0.013649         0.507017             -0.755022           0.515182         -0.004320             11.194554           96.701645          8.867974             15.092748           12.297096
 13.783268         0.000000             0.097816           0.000000         0.000000             0.000000           -0.011480         1.288666             -0.506364           0.247541         -0.508628             11.131900           504.273163          9.366699             14.999333           11.529733
 13.785648         0.000000             0.000041           0.000000         0.000000             0.000000           -0.010155         0.390345             -0.509334           -0.503891         -0.257287             10.892977           176.481155          9.099963             13.495722           11.503792
 13.788029         0.000000             0.232638           0.000000         0.000000             0.000000           -0.009321         0.657177             0.253383           -0.011662         -0.130871             10.698519           677.340881          11.040483             12.484519           12.748605
 13.790411         0.000000             0.000397           0.000000         0.000000             0.000000           -0.137150         1.149442             -0.506817           -0.378138         -0.009674             11.121566           70.601036          13.228045             14.821484           14.525690
 13.792793         0.000000             0.000187           0.000000         0.000000             0.000000           -0.128429         -0.115259             -0.261080           -0.501754         -0.504578             11.885035           43.539406          10.552840             14.986214           17.739403
 13.795176         0.000000             0.000000           0.000000         0.000000             0.000000           -0.009116         -0.502411             -0.505077           -0.125420         0.499676             11.354722           36.245171          10.025261             15.830673           26.176361
 13.797560         0.000000             0.000000           0.000000         0.000000             0.000002           -0.509351         0.374075             -0.257715           1.150933         0.008478             9.588678           33.868435          11.044538             17.195593           39.793781
 13.799944         0.000000             0.000000           0.000000         0.000000             0.000000           -0.148465         0.128072             -0.382039           0.261893         0.371349             8.355522           29.381733          10.993141             17.856026           26.136871
 13.802328         0.000000             0.000000           0.000000         0.000000             0.000000           -0.258719         0.123479             -0.374462           0.256965         0.002079             10.816513           27.128071          11.454765             17.628096           19.639439
 13.804713         0.000000             0.000000           0.000000         0.000000             0.000000           -0.127834         -0.504605             -0.005248           -0.753785         -0.138226             9.715131           24.974087          13.106196             15.727592           17.556959
 13.807099         0.000005             0.000000           0.000000         0.000000             0.000000           -0.375650         -0.376589             0.361209           -0.505717         -0.249199             11.982402           24.130304          12.978315             16.522251           17.695488
 13.809485         0.000000             0.000000           0.000000         0.000000             0.000000           -0.012828         -0.127451             -0.638685           0.520216         -0.629515             10.604309           23.240086          11.435576             18.021477           16.304178
 13.811872         0.000000             0.000000           0.000000         0.000003             0.000000           -0.756711         0.250992             -0.395899           -0.129931         0.124706             9.867760           22.714418          8.719623             16.892735           25.859062
 13.814260         0.000000             0.000000           0.000000         0.000000             0.000000           -0.757355         -0.628317             -0.757619           -0.256605         0.126912             9.013996           21.123394          7.472664             15.777633           57.293804
 13.816648         0.000000             0.000000           0.000000         0.000000             0.000000           -0.877483         -0.504401             -0.516774           -0.629536         -0.124730             7.513983           20.441307          7.438875             14.841090           25.715048
 13.819036         0.000000             0.000000           0.000000         0.000000             0.000000           -0.509743         0.007584             -0.754482           0.373927         0.507790             9.114568           22.050695          7.150918             14.728825           18.302366
 13.821426         0.000000             0.000000           0.000000         0.000000             0.000000           -0.756334         0.248135             -0.503787           -0.003273         0.011353             9.260804           18.993124          7.913160             13.926862           17.348463
 13.823815         0.000000             0.000000           0.000000         0.000000             0.002791           0.119033         -0.511611             -0.754292           -0.508777         1.277556             10.847839           17.673998          7.582148             12.481447           20.799664
 13.826206         0.000000             0.000000           0.000000         0.000000             0.000002           0.129933         -0.633703             -0.756090           -0.015827         0.001146             11.256022           16.947289          6.956089             13.825399           16.993620
 13.828597         0.000000             0.000000           0.000000         0.000000             0.000000           0.005951         0.244684             -0.877086           -0.509593         -0.503705             11.283058           18.076229          6.298869             13.253666           13.714643
 13.830988         0.000003             0.000000           0.000000         0.000000             0.000000           -0.129677         -0.005206             -0.507568           -0.754410         -0.126343             10.250679           16.135893          9.142220             10.708560           13.208744
 13.833380         0.000000             0.000000           0.000000         0.000000             0.000000           -0.506428         -0.755248             -0.259463           -0.633748         -0.005617             10.230087           15.074505          9.781336             13.322617           13.092624
 13.835773         0.000000             0.000000           0.000000         0.000000             0.000000           -0.009257         -0.631175             -0.006152           -0.511990         -0.134347             10.975997           14.663397          10.252898             14.254103           12.979062
 13.838166         0.000000             0.000000           0.000000         0.000000             0.000000           -0.128103         -0.757431             -0.130222           -0.505891         -0.507826             10.981458           11.919438          10.346251             14.601907           12.553286
 13.840560         0.000000             0.000000           0.000000         0.000000             0.000000           -0.377883         -0.509647             -0.507584           -0.507755         -0.381184             8.557875           14.699326          8.008165             14.490623           13.327174
 13.842954         0.000000             0.000000           0.000000         0.000000             0.000000           -0.015510         -0.255182             -0.381975           -0.505424         -0.015113             10.818782           17.084585          9.762688             16.514257           14.298751
 13.845349         0.000000             0.000078           0.000000         0.000000             0.000000           -0.008219         0.007817             -0.128455           0.007388         -0.133599             11.061849           20.478037          10.932549             16.774832           14.365741
 13.847745         0.000000             0.000000           0.000001         0.000000             0.000000           0.253371         -0.254454             0.645136           0.508357         -0.129846             11.558906           22.358822          13.286448             16.631086           13.817112
 13.850141         0.000000             0.000030           0.000002         0.000000             0.000000           0.374568         0.509384             0.375807           -0.378298         -0.633308             11.890384           29.804331          13.896374             16.412519           13.328646
 13.852538         0.000000             0.000107           0.000000         0.000000             0.000000           -0.253051         0.500312             0.245445           -0.122418         -0.514253             11.782168           21.908434          13.518750             15.845993           11.868876
 13.854935         0.000000             0.000000           0.000000         0.000000             0.000000           0.514877         -0.000022             0.759511           -0.000879         -0.511198             12.143827           17.986156          14.455055             16.488520           9.893900
 13.857333         0.000000             0.000000           0.000000         0.000000             0.000000           0.635755         -0.501120             0.380475           0.886978         -0.258818             12.315519           15.150879          14.822490             18.038776           10.249089
 13.859731         0.000000             0.000000           0.000000         0.000018             0.000000           0.378801         -0.015027             0.513803           -0.503007         -0.011181             12.389234           16.623550          15.082169             19.513699           11.176596
 13.862131         0.000000             0.000000           0.000000         0.000000             0.000000           0.006371         -0.505117             0.134426           -0.129901         -0.006254             12.598001           17.260542          15.464186             18.983948           10.440811
 13.864530         0.000000             0.000002           0.000000         0.000000             0.000000           1.015691         0.251690             0.639077           0.379900         -0.137230             12.984952           20.877754          17.640858             17.156731           9.695352
 13.866930         0.000000             0.001262           0.042179         0.000000             0.000000           0.001683         1.152231             0.394318           0.378060         -0.631355             13.122600           26.756304          79.973381             15.465210           8.059862
 13.869331         0.000006             0.000000           0.048469         0.000000             0.000000           1.408281         0.000892             1.166953           0.245676         -0.753391             15.538321           22.466570          120.890564             14.805627           7.624064
 13.871733         0.000039             0.000030           0.002596         0.000000             0.000000           0.384814         0.635264             0.376037           -0.506897         -0.753919             15.547442           23.869823          29.277590             12.633885           7.697965
 13.874134         0.000000             0.000000           0.000000         0.000000             0.000000           1.144878         0.131077             0.242803           -0.757547         -0.268835             16.775316           24.256580          17.846296             10.589046           9.031214
 13.876537         0.000000             0.000000           0.000000         0.000000             0.000000           0.121077         -0.125811             -0.378786           -0.253896         -0.018218             17.198832           24.069601          15.671321             14.363696           9.389606
 13.878940         0.000000             0.000000           0.000000         0.000000             0.000000           0.003059         0.001953             0.000166           -0.123741         -0.510722             18.971518           23.645140          16.522354             20.198109           8.705420
 13.881344         0.000000             0.001492           0.000000         0.003929             0.000000           -0.004467         0.264416             -0.627697           0.503183         -0.877604             17.456533           25.786533          13.513841             37.474159           7.909719
 13.883748         0.000000             0.001502           0.000000         0.000001             0.000000           -0.252813         0.652839             0.252880           0.388812         -0.755450             16.258865           23.389172          15.506755             37.054859           6.864700
 13.886153         0.000000             0.000000           0.000000         0.020791             0.000000           -0.130163         0.255314             0.517969           0.511812         -0.505035             15.122369           19.447763          15.512605             56.629894           8.543694
 13.888558         0.000000             0.000000           0.000262         0.000035             0.000000           -0.750433         -0.123115             0.001823           -0.006407         -0.512499             11.200900           17.862642          14.800246             17.478056           8.766265
 13.890964         0.000000             0.000000           0.000000         0.000000             0.000000           -0.378887         -0.245821             -0.000242           -0.758040         -0.757079             12.854098           17.985746          13.982262             12.771359           6.483964
 13.893371         0.000000             0.000000           0.000000         0.000000             0.000000           -0.005223         -0.123966             -0.126705           -0.385893         -0.632128             12.673431           19.058458          12.161489             9.873843           7.286682
 13.895778         0.000000             0.000000           0.000000         0.000000             0.000000           0.112503         0.006386             -0.250812           -0.631217         -0.759415             12.778533           20.057686          11.921968             9.778145           5.859059
 13.898186         0.000000             0.000477           0.000000         0.000000             0.000000           0.510658         0.646676             -0.127527           -0.261017         -0.879086             13.392628           23.810329          12.965600             10.181022           5.840528
 13.900594         0.000000             0.000000           0.000000         0.000000             0.000000           0.497456         0.380260             -0.003362           -0.376164         -0.515327             12.980232           20.426989          13.534742             9.847922           7.383198
 13.903003         0.000000             0.000020           0.000000         0.000000             0.000000           -0.004619         0.506181             -0.499103           -0.138096         -0.385715             12.173258           21.438818          13.444551             11.202629           7.649149
 13.905413         0.000000             0.000000           0.000000         0.000000             0.000000           0.115989         -0.505540             -0.008817           -0.135790         -0.513899             10.734027           21.731422          12.393636             11.824772           6.537504
 13.907823         0.000000             0.000000           0.000000         0.000000             0.000000           0.375232         -0.127040             -0.266968           -0.381840         -0.390198             13.069509           29.036362          11.595432             11.964187           6.609044
 13.910234         0.000000             0.000000           0.000000         0.000000             0.000000           0.127519         0.383787             -0.755549           -0.014236         -0.631323             13.392643           52.615986          11.609308             12.261599           7.804356
 13.912645         0.000000             0.015374           0.000000         0.000000             0.000000           -0.627483         0.896310             -0.510340           -0.006983         -0.254218             12.851301           82.529892          12.777043             11.941950           9.171700
 13.915057         0.000000             0.226006           0.000000         0.000000             0.000000           -0.375814         1.153498             -0.509149           -0.008179         -0.504408             13.484412           751.934204          15.723985             9.948482           8.952175
 13.917469         0.000000             0.000834           0.000000         0.000000             0.000000           -0.008701         1.274327             -0.755335           -0.512996         -0.387000             15.329998           58.539886          17.085398             8.207937           8.007134
 13.919882         0.000000             0.007492           0.000000         0.000000             0.000000           -0.502623         1.022676             -0.503030           -0.757396         -0.638226             16.893604           60.893623          21.007694             8.816739           7.112899
 13.922296         0.000000             0.000000           0.000001         0.000000             0.000000           0.371006         0.374443             0.499136           -0.138619         -0.258351             23.118210           42.173931          27.121466             10.487696           8.758938
 13.924710         0.000010             0.000000           0.000000         0.000000             0.000000           1.411897         -0.126953             0.005090           -0.508652         -0.136690             31.323280           50.873169          30.938110             10.261262           8.888460
 13.927125         0.000000             0.000012           0.000000         0.000000             0.000000           0.136204         0.258777             0.249969           -0.139026         -0.003962             35.330559           66.835854          31.261551             10.728759           9.332261
 13.929540         0.000000             0.000021           0.000000         0.000000             0.000000           -0.000098         1.138600             -0.129067           -0.757169         -0.512406             29.054293           71.150864          30.492970             10.876790           7.785288
 13.931956         0.000000             0.000000           0.000000         0.000000             0.000000           -0.004770         0.379783             -0.004750           -0.513349         -0.266129             25.202393           68.719704          33.913231             10.901718           8.615112
 13.934373         0.000000             0.000000           0.000000         0.000000             0.000000           -0.000799         -0.380843             -0.000297           -0.634162         0.002753             24.933649           58.050430          50.441742             10.870655           9.631511
 13.936790         0.000000             0.000000           0.000002         0.000000             0.000000           -0.002838         -0.131092             0.125621           -0.509389         0.253569             23.873556           47.397236          158.230240             11.337734           10.941095
 13.939207         0.000000             0.000000           0.000027         0.000000             0.000000           -0.006398         0.253511             -0.247558           -0.628993         0.502326             24.276014           45.117874          45.916992             11.919810           13.691882
 13.941626         0.000000             0.000000           0.000000         0.000000             0.000000           0.000804         0.389424             -0.501861           0.001792         -0.135410             24.807798           49.026737          34.694679             12.980342           9.340140
 13.944045         0.000000             0.000000           0.000000         0.000000             0.000000           0.129743         -0.000539             -0.502449           -0.376782         -0.008750             25.997349           49.916290          32.695316             13.108210           9.628672
 13.946464         0.000000             0.000000           0.000000         0.000000             0.000000           0.763821         -0.252856             -0.376319           -0.501841         -0.006112             27.544048           65.501060          30.976496             12.777445           9.426072
 13.948884         0.000000             0.002736           0.000000         0.000000             0.000000           0.253633         0.001211             -0.380359           -0.508412         -0.013427             28.750864           87.332436          30.834097             12.478292           9.570772
 13.951305         0.000004             0.012616           0.000000         0.000000             0.000000           0.507147         1.409675             -0.505961           -0.005059         -0.628961             28.576729           121.108940          32.746632             13.266152           9.191929
 13.953726         0.000000             0.000707           0.000000         0.000000             0.000000           -0.005653         1.273285             -0.503403           -0.006852         -0.381138             30.276913           91.235527          44.965370             12.084878           9.145554
 13.956148         0.000000             0.331791           0.000718         0.000000             0.000000           -0.006685         0.507058             -0.377984           -0.255332         -0.375905             30.672010           699.185059          236.448151             15.287795           10.248512
 13.958570         0.000000             0.000102           0.000000         0.000004             0.000000           -0.378341         0.388410             0.383376           0.372155         -0.624525             27.720747           78.186615          52.415371             18.418070           8.892168
 13.960993         0.000000             0.000000           0.000000         0.000001             0.000000           -0.507365         0.507654             0.123625           0.641228         -0.138855             27.610426           51.100315          41.915100             23.386372           9.055140
 13.963417         0.000000             0.000000           0.000000         0.000021             0.000000           -0.133445         0.001062             0.000658           0.261012         -0.003116             31.353971           44.017719          40.272953             19.943813           8.137253
 13.965841         0.000000             0.000000           0.000000         0.000003             0.000000           -0.000391         0.628424             -0.251722           -0.004249         -0.512857             31.258848           41.444382          38.963142             21.277056           8.226039
 13.968266         0.000000             0.000000           0.000000         0.000000             0.000000           -0.505072         -0.002780             -0.262982           -0.257573         -0.142781             27.137869           37.506336          36.990665             23.231001           8.772375
 13.970691         0.000000             0.000000           0.000000         0.000000             0.000000           -0.503619         -0.257068             0.004207           -0.627652         -0.385988             23.916504           33.120697          35.025421             34.824265           7.749169
 13.973117         0.000000             0.000000           0.000000         0.000000             0.000000           0.497040         -0.251707             -0.001349           -0.376546         -0.015290             23.807766           30.194481          31.287935             105.247665           9.110478
 13.975544         0.000000             0.000000           0.000000         0.333146             0.000000           0.125403         -0.252654             -0.000692           0.776173         -0.505361             24.189434           27.276960          29.138697             1405.312012           9.842479
 13.977971         0.000000             0.000000           0.000004         0.006570             0.000000           -0.013777         -0.508139             0.135060           2.049513         -0.379297             25.032082           22.508223          27.078716             203.658951           10.689247
 13.980398         0.000000             0.000000           0.000000         0.000142             0.000000           0.248466         -0.250596             0.499982           1.793810         0.124765             44.435452           21.226133          25.908331             101.055710           12.896998
 13.982827         0.281032             0.000478           0.000000         0.000018             0.000000           1.669920         0.120971             -0.132227           0.006841         0.122198             666.344482           23.837841          25.846222             45.359699           13.379614
 13.985256         0.000000             0.000000           0.014697         0.000000             0.000000           0.133058         -0.376727             0.253615           -0.501413         -0.380112             47.760113           20.911217          47.591564             25.641352           12.607995
 13.987685         0.000009             0.000000           0.000088         0.000000             0.000000           0.258673         -0.503463             -0.120084           -0.501848         -0.504587             28.694386           18.508574          24.207769             19.905315           12.982037
 13.990115         0.000000             0.000000           0.000001         0.000000             0.000000           -0.250096         -0.632864             0.125301           -0.509314         -0.253966             24.968182           14.833037          22.475691             17.425562           14.237198
